2008,10,13,MYL,SELL,100
2009,1,5,MYL,BUY,100
2009,1,12,MYL,SELL,100
2009,2,18,NBR,BUY,100
2009,2,25,NBR,SELL,100
2009,2,27,NBR,BUY,100
2009,3,6,NBR,SELL,100
2009,3,30,NBR,BUY,100
2009,4,6,NBR,SELL,100
2009,1,30,NI,BUY,100
2009,2,6,NI,SELL,100
2009,2,17,NI,BUY,100
2009,2,24,NI,SELL,100
2009,3,30,NI,BUY,100
2009,4,6,NI,SELL,100
2009,4,6,NI,BUY,100
2009,4,14,NI,SELL,100
2008,9,15,NVDA,BUY,100
2008,9,22,NVDA,SELL,100
2008,10,2,NVDA,BUY,100
2008,10,9,NVDA,SELL,100
2009,3,20,NVDA,BUY,100
2009,3,27,NVDA,SELL,100
2009,3,24,NVDA,BUY,100
2009,3,31,NVDA,SELL,100
2009,3,30,NVDA,BUY,100
2009,4,6,NVDA,SELL,100
2009,5,8,NVDA,BUY,100
2009,5,15,NVDA,SELL,100
2008,12,17,NWL,BUY,100
2008,12,24,NWL,SELL,100
2009,1,13,NWL,BUY,100
2009,1,21,NWL,SELL,100
2009,6,23,NWL,BUY,100
2009,6,30,NWL,SELL,100
2009,7,7,NWL,BUY,100
2009,7,14,NWL,SELL,100
2008,10,8,NWSA,BUY,100
2008,10,15,NWSA,SELL,100
2008,10,14,NWSA,BUY,100
2008,10,21,NWSA,SELL,100
2008,11,5,NWSA,BUY,100
2008,11,12,NWSA,SELL,100
2009,6,15,NWSA,BUY,100
2009,6,22,NWSA,SELL,100
2009,7,29,NWSA,BUY,100
2009,8,5,NWSA,SELL,100
2009,3,9,OI,BUY,100
2009,3,16,OI,SELL,100
2009,8,6,PCS,BUY,100
2009,8,13,PCS,SELL,100
2009,9,24,PCS,BUY,100
2009,10,1,PCS,SELL,100
2008,11,20,PFG,BUY,100
2008,11,28,PFG,SELL,100
2009,2,23,PFG,BUY,100
2009,3,2,PFG,SELL,100
2009,2,27,PFG,BUY,100
2009,3,6,PFG,SELL,100
2009,3,30,PFG,BUY,100
2009,4,6,PFG,SELL,100
2009,3,9,PGR,BUY,100
2009,3,16,PGR,SELL,100
2008,1,3,PHM,BUY,100
2008,1,10,PHM,SELL,100
2008,6,30,PHM,BUY,100
2008,7,8,PHM,SELL,100
2008,7,9,PHM,BUY,100
2008,7,16,PHM,SELL,100
2008,10,15,PHM,BUY,100
2008,10,22,PHM,SELL,100
2008,10,22,PHM,BUY,100
2008,10,29,PHM,SELL,100
2008,11,10,PHM,BUY,100
2008,11,17,PHM,SELL,100
2008,12,1,PHM,BUY,100
2008,12,8,PHM,SELL,100
2009,2,17,PHM,BUY,100
2009,2,24,PHM,SELL,100
2009,3,16,PHM,BUY,100
2009,3,23,PHM,SELL,100
2009,3,20,PHM,BUY,100
2009,3,27,PHM,SELL,100
2009,4,8,PHM,BUY,100
2009,4,16,PHM,SELL,100
2009,5,13,PHM,BUY,100
2009,5,20,PHM,SELL,100
2009,5,20,PHM,BUY,100
2009,5,28,PHM,SELL,100
2009,10,21,PHM,BUY,100
2009,10,28,PHM,SELL,100
2009,10,26,PHM,BUY,100
2009,11,2,PHM,SELL,100
2009,11,12,PHM,BUY,100
2009,11,19,PHM,SELL,100
2009,11,19,PHM,BUY,100
2009,11,27,PHM,SELL,100
2009,12,28,PHM,BUY,100
2009,12,30,PHM,SELL,100
2009,3,6,PLD,BUY,100
2009,3,13,PLD,SELL,100
2008,7,7,RF,BUY,100
2008,7,14,RF,SELL,100
2008,7,9,RF,BUY,100
2008,7,16,RF,SELL,100
2008,7,25,RF,BUY,100
2008,8,1,RF,SELL,100
2008,8,7,RF,BUY,100
2008,8,14,RF,SELL,100
2008,9,29,RF,BUY,100
2008,10,6,RF,SELL,100
2008,10,8,RF,BUY,100
2008,10,15,RF,SELL,100
2008,10,23,RF,BUY,100
2008,10,30,RF,SELL,100
2008,11,12,RF,BUY,100
2008,11,19,RF,SELL,100
2008,11,14,RF,BUY,100
2008,11,21,RF,SELL,100
2008,12,1,RF,BUY,100
2008,12,8,RF,SELL,100
2008,11,18,RHT,BUY,100
2008,11,25,RHT,SELL,100
2008,11,20,RRD,BUY,100
2008,11,28,RRD,SELL,100
2009,1,23,RRD,BUY,100
2009,1,30,RRD,SELL,100
2009,1,30,RRD,BUY,100
2009,2,6,RRD,SELL,100
2009,2,9,RRD,BUY,100
2009,2,17,RRD,SELL,100
2009,4,20,RRD,BUY,100
2009,4,27,RRD,SELL,100
2008,1,18,S,BUY,100
2008,1,28,S,SELL,100
2008,2,5,S,BUY,100
2008,2,12,S,SELL,100
2008,2,14,S,BUY,100
2008,2,22,S,SELL,100
2008,10,22,SBUX,BUY,100
2008,10,29,SBUX,SELL,100
2008,10,24,SBUX,BUY,100
2008,10,31,SBUX,SELL,100
2008,11,11,SBUX,BUY,100
2008,11,18,SBUX,SELL,100
2009,1,7,SBUX,BUY,100
2009,1,14,SBUX,SELL,100
2009,1,9,SBUX,BUY,100
2009,1,16,SBUX,SELL,100
2009,2,10,SBUX,BUY,100
2009,2,18,SBUX,SELL,100
2009,2,17,SBUX,BUY,100
2009,2,24,SBUX,SELL,100
2008,10,1,SLM,BUY,100
